084145AF-1E27-4E5F-9204-A825A3B28985#appfire#8DDFB880-3860-4E20-8303-417C5CA918E4#appfire#villageLatitude#appfire#VARCHAR#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Village Latitude","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"villageLatitude"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#11#appfire#Geo#appfire##appfire#0#appfire#1
085442B4-4396-4AA9-8A7D-84522DF6005B#appfire#73763B9C-F174-4DD6-9E6F-A25735E4C0A8#appfire#regionLongitude#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Region Longitude","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"regionLongitude"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#10#appfire#Geo#appfire##appfire#0#appfire#1
0865B1B7-9361-48A5-B509-EBF07497E687#appfire#8DDFB880-3860-4E20-8303-417C5CA918E4#appfire#createdDate#appfire#DATETIME#appfire##appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1900-01-01#appfire#1#appfire#column seq#appfire#{"DisplayName":"createdDate","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"datefield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"createdDate"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#14#appfire##appfire##appfire#0#appfire#1
08948765-35BA-4F79-B566-F9C92B15850B#appfire#9B8CA934-639C-4847-8C12-846C6F33E516#appfire#addressTypeDesc#appfire#VARCHAR#appfire#256#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Address Type Desc","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textareafield","WidgetDisplayName":"TextAreaField","MinValue":"0","MaxValue":"256","ErrorMessage":"","Finders":"false","Name":"addressTypeDesc"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#3#appfire#Address Type#appfire##appfire#0#appfire#1
08B88A79-5223-47BD-A84B-DFA1BFAC19BD#appfire#9B8CA934-639C-4847-8C12-846C6F33E516#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#10#appfire##appfire##appfire#0#appfire#1
09B0365A-3AA8-4832-97BA-5AF0F59A75F8#appfire#190CA5FD-651A-4512-8144-4FAA830A1466#appfire#cityLongitude#appfire#INT#appfire#11#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"City Longitude","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"numberfield","WidgetDisplayName":"NumberField","MinValue":"0","MaxValue":"11","ErrorMessage":"","Finders":"false","Name":"cityLongitude"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#10#appfire#Geo#appfire##appfire#0#appfire#1
0A0F1275-B8E8-4C5B-9C11-5A0E9BDFE76B#appfire#31BE4AB5-0097-4779-96B9-F3E9DC878E5E#appfire#appCustomerType#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#1#appfire#appcustTypeId#appfire#ast_AppCustomerType_M#appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"Customer Type","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"combo","WidgetDisplayName":"ComboBox","MinValue":"0","MaxValue":"65535","ErrorMessage":"","Finders":"false","Name":"appCustomerType"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#4#appfire##appfire##appfire#0#appfire#1
0A4FA356-3B12-4556-9568-AA592A2FC7C5#appfire#4CE4B58D-616E-4D2A-A489-90798EB7B6B4#appfire#activeStatus#appfire#INT#appfire#1#appfire#0#appfire#1#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire#1#appfire#1#appfire#column seq#appfire#{"DisplayName":"activeStatus","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","WidgetDisplayName":"","Widgets":"numberfield","MinValue":"","MaxValue":"","ErrorMessage":"","Finders":"false","Name":"activeStatus"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#12#appfire##appfire##appfire#0#appfire#1
0A7CB4CC-82AB-4D59-89F3-BEA95741C68F#appfire#B4E6A191-DCE3-4C08-BB12-DACEC6C3674C#appfire#stateId#appfire#VARCHAR#appfire#64#appfire#1#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"State Id","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"","Widgets":"textfield","WidgetDisplayName":"TextField","MinValue":"0","MaxValue":"64","ErrorMessage":"","Finders":"false","Name":"stateId"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#1#appfire##appfire##appfire#0#appfire#1
0B1A8B83-CCE6-4E7B-B0DA-D44D70D9E9DC#appfire#5DFCFD6E-907D-46F3-8371-9B46E677F2D4#appfire#fName#appfire#VARCHAR#appfire#64#appfire#0#appfire#0#appfire#0#appfire#0#appfire#0#appfire##appfire##appfire#0#appfire##appfire#0#appfire#column seq#appfire#{"DisplayName":"fName","Finders":"false","Widgets":"textfield","WidgetDisplayName":"undefined","DisplayFormat":"","RegularExpression":"","RegexDisplayName":"undefined","MinValue":"0","MaxValue":"64","ErrorMessage":"","Name":"fName"}#appfire#ZFXGXKLJJBAP6OPSUORG#appfire#A1A4C59B-426C-4BCC-9018-F26D5BF4DF83#appfire#1#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#2016-01-14 13:19:22#appfire#0#appfire#1#appfire#2#appfire##appfire##appfire#0#appfire#1
